flood_id,timestamp,street,district,lat,lng,depth_cm,duration_min,flood_level,traffic_impact,rainfall_trigger_mm,source,verified,severity_score,hour_timestamp
FLD00176,2023-04-30T22:25:40.000Z,Nguyen Huu Canh,Binh Thanh,10.787072,106.721925,32.0,180,severe,blocked,42.7,monitoring_station,true,76.4,2023-04-30T22:00:00.000Z
FLD01929,2023-05-01T09:57:10.000Z,Le Thi Rieng,Quan 12,10.86191,106.647602,8.5,120,light,clear,19.8,IoT_sensor,true,41.95,2023-05-01T09:00:00.000Z
FLD01474,2023-05-01T21:41:22.000Z,Xo Viet Nghe Tinh,Binh Thanh,10.807991,106.713072,15.5,60,moderate,slow,33.0,IoT_sensor,true,28.85,2023-05-01T21:00:00.000Z
FLD01091,2023-05-02T15:44:15.000Z,Phan Huy Ich,Go Vap,10.829295,106.672043,5.0,180,light,clear,11.8,monitoring_station,true,57.5,2023-05-02T15:00:00.000Z
FLD00331,2023-05-02T18:40:47.000Z,Kha Van Can,Thu Duc,10.852365,106.756,6.7,60,light,clear,12.8,monitoring_station,true,22.689999999999998,2023-05-02T18:00:00.000Z
FLD02175,2023-05-02T21:39:29.000Z,Vo Van Ngan,Thu Duc,10.849599,106.771184,18.2,60,moderate,slow,27.1,IoT_sensor,true,30.74,2023-05-02T21:00:00.000Z
FLD01971,2023-05-02T23:50:00.000Z,Kinh Duong Vuong,Quan 6,10.745187,106.616452,5.9,30,light,clear,9.3,monitoring_station,true,13.129999999999999,2023-05-02T23:00:00.000Z
FLD01052,2023-05-03T04:44:50.000Z,Tam Binh,Thu Duc,10.860077,106.73683,10.5,90,light,clear,20.4,IoT_sensor,true,34.35,2023-05-03T04:00:00.000Z
FLD01068,2023-05-03T11:24:05.000Z,Le Thi Rieng,Quan 12,10.859541,106.646784,40.8,90,severe,blocked,36.2,IoT_sensor,true,55.559999999999995,2023-05-03T11:00:00.000Z
FLD00555,2023-05-04T09:04:00.000Z,Tan Ky Tan Quy,Binh Tan,10.787394,106.601174,5.0,120,light,clear,7.0,user_report,true,39.5,2023-05-04T09:00:00.000Z
FLD01951,2023-05-04T15:40:22.000Z,An Duong Vuong,Quan 6,10.753498,106.644497,6.2,180,light,clear,11.4,user_report,true,58.34,2023-05-04T15:00:00.000Z
FLD01090,2023-05-05T07:08:30.000Z,Phan Huy Ich,Go Vap,10.831368,106.671198,16.1,60,moderate,slow,30.1,IoT_sensor,true,29.27,2023-05-05T07:00:00.000Z
FLD00654,2023-05-05T18:02:17.000Z,Le Van Luong,Quan 7,10.735132,106.706871,11.1,240,light,clear,9.7,user_report,true,79.77,2023-05-05T18:00:00.000Z
FLD01116,2023-05-05T23:36:51.000Z,CMT8,Quan 3,10.783349,106.681322,20.6,60,moderate,slow,38.8,user_report,true,32.42,2023-05-05T23:00:00.000Z
FLD00333,2023-05-06T09:55:58.000Z,Nguyen Van Khoi,Go Vap,10.82912,106.69234,26.3,60,moderate,slow,46.2,user_report,true,36.41,2023-05-06T09:00:00.000Z
FLD00506,2023-05-06T12:06:21.000Z,Linh Dong,Thu Duc,10.863502,106.766484,19.1,30,moderate,slow,15.3,user_report,true,22.37,2023-05-06T12:00:00.000Z
FLD00973,2023-05-07T02:40:37.000Z,Nguyen Anh Thu,Quan 12,10.877882,106.642906,5.0,60,light,clear,7.3,IoT_sensor,true,21.5,2023-05-07T02:00:00.000Z
FLD00463,2023-05-07T08:59:05.000Z,Do Xuan Hop,Thu Duc,10.831578,106.782117,14.1,120,light,clear,26.6,IoT_sensor,true,45.87,2023-05-07T08:00:00.000Z
FLD00296,2023-05-08T04:15:22.000Z,Hau Giang,Quan 6,10.745484,106.639466,13.4,30,light,clear,19.8,monitoring_station,true,18.38,2023-05-08T04:00:00.000Z
FLD01288,2023-05-08T11:43:17.000Z,Da Nam,Quan 8,10.741023,106.673404,13.9,180,light,clear,21.0,user_report,true,63.730000000000004,2023-05-08T11:00:00.000Z
FLD02130,2023-05-09T00:17:34.000Z,Le Van Luong,Quan 7,10.737521,106.704393,9.2,180,light,clear,18.3,IoT_sensor,true,60.44,2023-05-09T00:00:00.000Z
FLD00698,2023-05-09T01:43:48.000Z,Xo Viet Nghe Tinh,Binh Thanh,10.805847,106.712855,21.0,30,moderate,slow,26.4,monitoring_station,true,23.7,2023-05-09T01:00:00.000Z
FLD01660,2023-05-09T21:09:26.000Z,Phan Huy Ich,Go Vap,10.827553,106.672447,16.7,90,moderate,slow,36.0,IoT_sensor,true,38.69,2023-05-09T21:00:00.000Z
FLD01489,2023-05-10T03:01:14.000Z,Tan Ky Tan Quy,Binh Tan,10.787197,106.602927,9.9,60,light,clear,9.2,user_report,true,24.93,2023-05-10T03:00:00.000Z
FLD00265,2023-05-10T04:12:38.000Z,Lam Van Ben,Quan 7,10.716689,106.685549,5.8,120,light,clear,6.1,IoT_sensor,true,40.06,2023-05-10T04:00:00.000Z
FLD02351,2023-05-10T05:29:39.000Z,Kha Van Can,Thu Duc,10.85288,106.755506,9.8,30,light,clear,14.9,IoT_sensor,true,15.86,2023-05-10T05:00:00.000Z
FLD02069,2023-05-10T11:09:39.000Z,Le Dinh Can,Binh Tan,10.76772,106.595411,19.6,60,moderate,slow,23.1,IoT_sensor,true,31.72,2023-05-10T11:00:00.000Z
FLD00842,2023-05-11T21:41:17.000Z,Le Van Luong,Quan 7,10.735534,106.706888,6.9,180,light,clear,5.7,IoT_sensor,true,58.83,2023-05-11T21:00:00.000Z
FLD01373,2023-05-12T00:51:01.000Z,An Duong Vuong,Quan 6,10.754626,106.643187,16.8,30,moderate,slow,41.8,traffic_camera,true,20.759999999999998,2023-05-12T00:00:00.000Z
FLD01005,2023-05-12T06:23:13.000Z,An Duong Vuong,Quan 6,10.756469,106.644072,10.4,60,light,clear,13.0,IoT_sensor,true,25.28,2023-05-12T06:00:00.000Z
FLD01386,2023-05-12T08:29:47.000Z,Le Thi Rieng,Quan 12,10.863364,106.648391,8.1,90,light,clear,15.5,user_report,true,32.67,2023-05-12T08:00:00.000Z
FLD00962,2023-05-12T14:34:56.000Z,An Duong Vuong,Quan 6,10.753614,106.646469,8.7,60,light,clear,13.3,user_report,true,24.09,2023-05-12T14:00:00.000Z
FLD00405,2023-05-13T00:17:29.000Z,Phan Huy Ich,Go Vap,10.827707,106.673524,25.1,60,moderate,slow,54.9,IoT_sensor,true,35.57,2023-05-13T00:00:00.000Z
FLD01002,2023-05-13T02:43:16.000Z,Ba Thang Hai,Quan 10,10.776471,106.672134,30.6,60,severe,blocked,66.9,user_report,true,39.42,2023-05-13T02:00:00.000Z
FLD02346,2023-05-13T04:09:47.000Z,Le Van Viet,Thu Duc,10.845124,106.789405,14.2,30,light,clear,11.6,monitoring_station,true,18.939999999999998,2023-05-13T04:00:00.000Z
FLD01630,2023-05-13T04:47:34.000Z,Nguyen Huu Canh,Binh Thanh,10.788307,106.722382,13.8,60,light,clear,33.4,user_report,true,27.66,2023-05-13T04:00:00.000Z
FLD02096,2023-05-13T23:46:13.000Z,Nguyen Anh Thu,Quan 12,10.878386,106.644661,5.7,30,light,clear,8.4,IoT_sensor,true,12.99,2023-05-13T23:00:00.000Z
FLD00568,2023-05-14T07:24:43.000Z,No Trang Long,Binh Thanh,10.816513,106.699244,5.0,60,light,clear,5.5,monitoring_station,true,21.5,2023-05-14T07:00:00.000Z
FLD01152,2023-05-14T09:59:30.000Z,Nguyen Trai,Quan 5,10.754945,106.663478,24.7,60,moderate,slow,29.6,traffic_camera,true,35.29,2023-05-14T09:00:00.000Z
FLD00923,2023-05-14T13:11:20.000Z,Ma Lo,Binh Tan,10.765381,106.615079,16.0,30,moderate,slow,31.0,user_report,true,20.2,2023-05-14T13:00:00.000Z
FLD01220,2023-05-14T23:31:38.000Z,Ma Lo,Binh Tan,10.764346,106.612387,15.3,60,moderate,slow,16.2,IoT_sensor,true,28.71,2023-05-14T23:00:00.000Z
FLD02372,2023-05-15T05:25:08.000Z,An Duong Vuong,Quan 6,10.756082,106.645282,5.4,90,light,clear,4.7,user_report,true,30.78,2023-05-15T05:00:00.000Z
FLD02108,2023-05-15T12:09:01.000Z,Thoai Ngoc Hau,Tan Phu,10.786168,106.628816,18.8,30,moderate,slow,18.9,monitoring_station,true,22.16,2023-05-15T12:00:00.000Z
FLD02223,2023-05-15T13:25:22.000Z,Linh Dong,Thu Duc,10.863397,106.765355,5.0,120,light,clear,8.3,IoT_sensor,true,39.5,2023-05-15T13:00:00.000Z
FLD01475,2023-05-15T23:20:15.000Z,No Trang Long,Binh Thanh,10.814744,106.695515,21.8,60,moderate,slow,28.9,traffic_camera,true,33.26,2023-05-15T23:00:00.000Z
FLD00422,2023-05-15T23:58:53.000Z,Nguyen Huu Canh,Binh Thanh,10.789113,106.721161,8.1,30,light,clear,15.5,user_report,true,14.669999999999998,2023-05-15T23:00:00.000Z
FLD02361,2023-05-16T00:11:06.000Z,Hau Giang,Quan 6,10.748445,106.638216,16.4,60,moderate,slow,16.5,user_report,true,29.479999999999997,2023-05-16T00:00:00.000Z
FLD01308,2023-05-16T17:20:27.000Z,Nguyen Van Khoi,Go Vap,10.826506,106.692882,10.0,60,light,clear,11.8,user_report,true,25.0,2023-05-16T17:00:00.000Z
FLD01579,2023-05-16T21:40:55.000Z,Vo Van Kiet,Quan 1,10.764011,106.699148,25.1,30,moderate,slow,33.9,IoT_sensor,true,26.57,2023-05-16T21:00:00.000Z
FLD00858,2023-05-17T03:39:38.000Z,Lam Van Ben,Quan 7,10.719926,106.684073,24.8,30,moderate,slow,22.2,monitoring_station,true,26.36,2023-05-17T03:00:00.000Z
FLD00528,2023-05-18T08:45:10.000Z,No Trang Long,Binh Thanh,10.814956,106.69743,15.5,120,moderate,slow,17.6,IoT_sensor,true,46.85,2023-05-18T08:00:00.000Z
FLD01968,2023-05-18T10:37:45.000Z,Nguyen Huu Canh,Binh Thanh,10.787449,106.722308,15.5,90,moderate,slow,27.2,user_report,true,37.85,2023-05-18T10:00:00.000Z
FLD01251,2023-05-20T17:32:18.000Z,Nguyen Trai,Quan 5,10.755647,106.662748,10.0,60,light,clear,22.9,user_report,true,25.0,2023-05-20T17:00:00.000Z
FLD01018,2023-05-21T05:23:27.000Z,Le Van Luong,Quan 7,10.736089,106.705949,14.3,120,light,clear,25.5,user_report,true,46.01,2023-05-21T05:00:00.000Z
FLD00019,2023-05-21T06:16:57.000Z,Tran Nao,Quan 2,10.785312,106.735664,5.2,60,light,clear,11.3,monitoring_station,true,21.64,2023-05-21T06:00:00.000Z
FLD00649,2023-05-21T21:03:26.000Z,No Trang Long,Binh Thanh,10.814583,106.69777,30.1,60,severe,blocked,43.4,IoT_sensor,true,39.07,2023-05-21T21:00:00.000Z
FLD01389,2023-05-21T23:51:16.000Z,Tran Nao,Quan 2,10.781686,106.737317,10.9,30,light,clear,25.1,IoT_sensor,true,16.63,2023-05-21T23:00:00.000Z
FLD00967,2023-05-22T00:15:00.000Z,Nguyen Van Qua,Quan 12,10.853015,106.660655,10.2,30,light,clear,16.4,IoT_sensor,true,16.14,2023-05-22T00:00:00.000Z
FLD01409,2023-05-23T01:23:11.000Z,Da Nam,Quan 8,10.741353,106.674479,16.9,60,moderate,slow,17.6,IoT_sensor,true,29.83,2023-05-23T01:00:00.000Z
FLD01753,2023-05-23T18:16:24.000Z,Hoa Binh,Tan Phu,10.804462,106.620551,19.6,30,moderate,slow,32.2,user_report,true,22.72,2023-05-23T18:00:00.000Z
FLD01895,2023-05-25T13:52:20.000Z,Quang Trung,Go Vap,10.839234,106.664769,26.7,60,moderate,slow,66.0,IoT_sensor,true,36.69,2023-05-25T13:00:00.000Z
FLD02116,2023-05-25T20:14:15.000Z,Huynh Tan Phat,Quan 7,10.728942,106.723256,14.1,60,light,clear,21.4,user_report,true,27.869999999999997,2023-05-25T20:00:00.000Z
FLD01852,2023-05-25T23:18:52.000Z,Binh Long,Tan Phu,10.80118,106.616766,16.8,180,moderate,slow,24.0,IoT_sensor,true,65.76,2023-05-25T23:00:00.000Z
FLD00285,2023-05-26T04:21:07.000Z,Nguyen Thi Thap,Quan 7,10.741916,106.715084,13.1,90,light,clear,27.1,user_report,true,36.17,2023-05-26T04:00:00.000Z
FLD01721,2023-05-26T09:03:01.000Z,Quang Trung,Go Vap,10.838872,106.663713,18.2,180,moderate,slow,23.8,IoT_sensor,true,66.74,2023-05-26T09:00:00.000Z
FLD01864,2023-05-26T16:57:37.000Z,No Trang Long,Binh Thanh,10.81414,106.697572,15.1,30,moderate,slow,34.1,user_report,true,19.57,2023-05-26T16:00:00.000Z
FLD00856,2023-05-26T21:29:31.000Z,Ung Van Khiem,Binh Thanh,10.810724,106.710352,5.1,90,light,clear,7.8,user_report,true,30.57,2023-05-26T21:00:00.000Z
FLD01740,2023-05-27T05:43:54.000Z,Nguyen Trai,Quan 5,10.758412,106.663474,21.6,90,moderate,slow,46.6,IoT_sensor,true,42.12,2023-05-27T05:00:00.000Z
FLD01783,2023-05-27T10:59:57.000Z,Nguyen Van Qua,Quan 12,10.854194,106.664342,31.1,90,severe,blocked,76.8,IoT_sensor,true,48.769999999999996,2023-05-27T10:00:00.000Z
FLD00408,2023-05-27T11:59:24.000Z,An Duong Vuong,Quan 6,10.754943,106.643685,13.8,30,light,clear,24.5,IoT_sensor,true,18.66,2023-05-27T11:00:00.000Z
FLD02323,2023-05-27T15:13:04.000Z,No Trang Long,Binh Thanh,10.814904,106.698863,18.0,90,moderate,slow,38.6,user_report,true,39.6,2023-05-27T15:00:00.000Z
FLD00564,2023-05-27T22:17:43.000Z,Vo Van Ngan,Thu Duc,10.850452,106.770598,9.4,60,light,clear,23.2,user_report,true,24.58,2023-05-27T22:00:00.000Z
FLD00907,2023-05-27T22:20:48.000Z,Nguyen Trai,Quan 5,10.757188,106.665253,9.6,90,light,clear,11.3,IoT_sensor,true,33.72,2023-05-27T22:00:00.000Z
FLD00677,2023-05-28T03:05:28.000Z,Kha Van Can,Thu Duc,10.85339,106.753998,10.9,30,light,clear,20.1,IoT_sensor,true,16.63,2023-05-28T03:00:00.000Z
FLD01567,2023-05-28T05:27:23.000Z,Thoai Ngoc Hau,Tan Phu,10.786038,106.629289,32.0,120,severe,blocked,67.4,IoT_sensor,true,58.4,2023-05-28T05:00:00.000Z
FLD01107,2023-05-28T07:17:55.000Z,Tran Nao,Quan 2,10.783982,106.735219,13.6,240,light,clear,11.1,IoT_sensor,true,81.52,2023-05-28T07:00:00.000Z
FLD01282,2023-05-28T07:59:20.000Z,Huynh Tan Phat,Quan 7,10.728211,106.723888,13.7,120,light,clear,30.6,monitoring_station,true,45.589999999999996,2023-05-28T07:00:00.000Z
FLD01651,2023-05-28T13:22:13.000Z,Hau Giang,Quan 6,10.745009,106.639259,14.0,90,light,clear,14.8,IoT_sensor,true,36.8,2023-05-28T13:00:00.000Z
FLD00898,2023-05-28T17:57:42.000Z,Da Nam,Quan 8,10.740004,106.674775,52.0,30,severe,blocked,48.4,user_report,true,45.4,2023-05-28T17:00:00.000Z
FLD02156,2023-05-29T23:33:01.000Z,Kinh Duong Vuong,Quan 6,10.743243,106.615573,23.7,90,moderate,slow,51.3,monitoring_station,true,43.59,2023-05-29T23:00:00.000Z
FLD00736,2023-05-30T04:23:25.000Z,Ma Lo,Binh Tan,10.765139,106.614067,11.2,60,light,clear,17.1,IoT_sensor,true,25.84,2023-05-30T04:00:00.000Z
FLD01539,2023-05-30T05:02:15.000Z,Nguyen Thi Thap,Quan 7,10.743152,106.714766,14.9,60,light,clear,16.6,IoT_sensor,true,28.43,2023-05-30T05:00:00.000Z
FLD00106,2023-05-30T09:49:08.000Z,Le Van Viet,Thu Duc,10.843979,106.788145,21.4,180,moderate,slow,36.4,IoT_sensor,true,68.98,2023-05-30T09:00:00.000Z
FLD01704,2023-05-31T16:47:38.000Z,Kha Van Can,Thu Duc,10.850162,106.754569,11.6,90,light,clear,28.6,IoT_sensor,true,35.12,2023-05-31T16:00:00.000Z
FLD01258,2023-05-31T21:50:19.000Z,Da Nam,Quan 8,10.742268,106.671677,9.3,60,light,clear,9.8,monitoring_station,true,24.509999999999998,2023-05-31T21:00:00.000Z
FLD01140,2023-05-31T23:57:01.000Z,Ung Van Khiem,Binh Thanh,10.811203,106.710197,11.7,120,light,clear,10.7,traffic_camera,true,44.19,2023-05-31T23:00:00.000Z
FLD00419,2023-06-01T11:53:24.000Z,Nguyen Thi Thap,Quan 7,10.743259,106.717345,6.2,60,light,clear,11.9,IoT_sensor,true,22.34,2023-06-01T11:00:00.000Z
FLD00415,2023-06-01T15:15:03.000Z,Nguyen Van Khoi,Go Vap,10.827169,106.6954,21.0,180,moderate,slow,37.3,traffic_camera,true,68.7,2023-06-01T15:00:00.000Z
FLD00575,2023-06-01T21:23:09.000Z,Nguyen Thi Thap,Quan 7,10.739694,106.714268,10.9,90,light,clear,9.6,monitoring_station,true,34.63,2023-06-01T21:00:00.000Z
FLD00294,2023-06-01T22:36:40.000Z,Do Xuan Hop,Thu Duc,10.835026,106.783418,10.9,120,light,clear,24.7,user_report,true,43.63,2023-06-01T22:00:00.000Z
FLD01724,2023-06-02T09:20:39.000Z,No Trang Long,Binh Thanh,10.814009,106.698038,13.9,120,light,clear,25.8,IoT_sensor,true,45.730000000000004,2023-06-02T09:00:00.000Z
FLD00526,2023-06-02T12:49:14.000Z,Nguyen Van Qua,Quan 12,10.856137,106.663484,19.6,60,moderate,slow,27.1,traffic_camera,true,31.72,2023-06-02T12:00:00.000Z
FLD01163,2023-06-02T19:37:09.000Z,CMT8,Quan 3,10.781793,106.681569,29.5,30,moderate,slow,36.4,user_report,true,29.65,2023-06-02T19:00:00.000Z
FLD02265,2023-06-03T06:23:10.000Z,Hau Giang,Quan 6,10.74699,106.64127,5.0,60,light,clear,11.0,user_report,true,21.5,2023-06-03T06:00:00.000Z
FLD01717,2023-06-04T08:58:24.000Z,Tan Ky Tan Quy,Binh Tan,10.789195,106.602744,11.8,120,light,clear,16.6,IoT_sensor,true,44.26,2023-06-04T08:00:00.000Z
FLD00433,2023-06-05T04:38:21.000Z,Kinh Duong Vuong,Quan 6,10.742744,106.6151,5.7,60,light,clear,13.5,user_report,true,21.99,2023-06-05T04:00:00.000Z
FLD01481,2023-06-05T07:17:18.000Z,Kinh Duong Vuong,Quan 6,10.743445,106.615021,5.0,60,light,clear,7.9,user_report,true,21.5,2023-06-05T07:00:00.000Z
FLD00119,2023-06-05T09:31:13.000Z,CMT8,Quan 3,10.7811,106.682,19.3,240,moderate,slow,37.9,IoT_sensor,true,85.51,2023-06-05T09:00:00.000Z
FLD00325,2023-06-05T11:27:24.000Z,Tan Ky Tan Quy,Binh Tan,10.78674,106.602859,5.8,240,light,clear,6.2,IoT_sensor,true,76.06,2023-06-05T11:00:00.000Z
FLD00326,2023-06-05T13:03:25.000Z,Pham The Hien,Quan 8,10.729028,106.684167,19.5,90,moderate,slow,22.5,user_report,true,40.65,2023-06-05T13:00:00.000Z
FLD00984,2023-06-05T14:43:27.000Z,To Ky,Quan 12,10.865328,106.630356,20.2,30,moderate,slow,49.0,monitoring_station,true,23.14,2023-06-05T14:00:00.000Z
FLD01136,2023-06-07T00:27:19.000Z,Nguyen Huu Canh,Binh Thanh,10.786253,106.720944,20.8,90,moderate,slow,42.7,user_report,true,41.56,2023-06-07T00:00:00.000Z
FLD01438,2023-06-07T09:57:34.000Z,Nguyen Anh Thu,Quan 12,10.877564,106.64355,15.4,120,moderate,slow,24.8,user_report,true,46.78,2023-06-07T09:00:00.000Z
FLD02066,2023-06-07T12:30:13.000Z,Phan Huy Ich,Go Vap,10.828174,106.673159,9.3,30,light,clear,22.0,IoT_sensor,true,15.51,2023-06-07T12:00:00.000Z
FLD01735,2023-06-08T15:01:42.000Z,Do Xuan Hop,Thu Duc,10.832707,106.783465,38.8,30,severe,blocked,89.8,IoT_sensor,true,36.16,2023-06-08T15:00:00.000Z
FLD02272,2023-06-08T17:35:50.000Z,Le Dinh Can,Binh Tan,10.768146,106.597552,24.9,30,moderate,slow,26.6,IoT_sensor,true,26.429999999999996,2023-06-08T17:00:00.000Z
FLD00022,2023-06-09T20:49:25.000Z,An Duong Vuong,Quan 6,10.754898,106.645998,39.0,30,severe,blocked,41.4,monitoring_station,true,36.3,2023-06-09T20:00:00.000Z
FLD01064,2023-06-09T21:01:03.000Z,Xo Viet Nghe Tinh,Binh Thanh,10.808352,106.709754,5.2,30,light,clear,5.2,user_report,true,12.64,2023-06-09T21:00:00.000Z
FLD01226,2023-06-10T07:13:45.000Z,Binh Long,Tan Phu,10.799712,106.616891,80.1,120,severe,blocked,134.7,traffic_camera,true,92.07,2023-06-10T07:00:00.000Z
FLD02031,2023-06-10T17:11:40.000Z,Thoai Ngoc Hau,Tan Phu,10.786298,106.629796,5.0,180,light,clear,10.6,IoT_sensor,true,57.5,2023-06-10T17:00:00.000Z
FLD01736,2023-06-11T12:54:00.000Z,Nguyen Trai,Quan 5,10.756597,106.663036,14.8,90,light,clear,20.0,user_report,true,37.36,2023-06-11T12:00:00.000Z
FLD01517,2023-06-11T21:26:52.000Z,Thoai Ngoc Hau,Tan Phu,10.786932,106.626984,5.0,60,light,clear,12.1,IoT_sensor,true,21.5,2023-06-11T21:00:00.000Z
FLD01505,2023-06-12T03:55:15.000Z,Vo Van Ngan,Thu Duc,10.849119,106.77315,6.2,240,light,clear,8.4,IoT_sensor,true,76.34,2023-06-12T03:00:00.000Z
FLD01010,2023-06-12T04:51:04.000Z,Le Thi Rieng,Quan 12,10.86039,106.64739,25.1,60,moderate,slow,43.2,user_report,true,35.57,2023-06-12T04:00:00.000Z
FLD00877,2023-06-12T07:47:35.000Z,Ma Lo,Binh Tan,10.764124,106.613836,20.1,180,moderate,slow,21.2,IoT_sensor,true,68.07,2023-06-12T07:00:00.000Z
FLD00833,2023-06-12T19:26:31.000Z,Nguyen Trai,Quan 5,10.754596,106.664506,6.6,90,light,clear,10.9,IoT_sensor,true,31.619999999999997,2023-06-12T19:00:00.000Z
FLD01904,2023-06-13T00:29:17.000Z,Ba Thang Hai,Quan 10,10.772754,106.67128,10.4,30,light,clear,9.2,monitoring_station,true,16.28,2023-06-13T00:00:00.000Z
FLD02067,2023-06-13T01:47:36.000Z,Phan Huy Ich,Go Vap,10.830244,106.672138,6.2,90,light,clear,14.8,traffic_camera,true,31.34,2023-06-13T01:00:00.000Z
FLD01324,2023-06-13T19:53:00.000Z,Le Van Viet,Thu Duc,10.845966,106.790295,61.3,120,severe,blocked,151.5,user_report,true,78.91,2023-06-13T19:00:00.000Z
FLD02097,2023-06-14T04:16:16.000Z,Linh Dong,Thu Duc,10.864987,106.765049,13.2,30,light,clear,21.8,user_report,true,18.24,2023-06-14T04:00:00.000Z
FLD01731,2023-06-14T10:27:46.000Z,Huynh Tan Phat,Quan 7,10.726903,106.721647,5.0,90,light,clear,10.8,IoT_sensor,true,30.5,2023-06-14T10:00:00.000Z
FLD00426,2023-06-14T21:39:12.000Z,Le Van Luong,Quan 7,10.736381,106.704661,11.7,90,light,clear,21.7,user_report,true,35.19,2023-06-14T21:00:00.000Z
FLD00224,2023-06-14T22:00:05.000Z,Nguyen Van Qua,Quan 12,10.854588,106.661619,18.2,60,moderate,slow,28.2,IoT_sensor,true,30.74,2023-06-14T22:00:00.000Z
FLD01771,2023-06-15T15:22:04.000Z,Pham Van Dong,Binh Thanh,10.816546,106.701628,15.6,60,moderate,slow,18.7,user_report,true,28.92,2023-06-15T15:00:00.000Z
FLD02195,2023-06-16T00:25:05.000Z,Lam Van Ben,Quan 7,10.719933,106.684199,10.8,90,light,clear,19.0,monitoring_station,true,34.56,2023-06-16T00:00:00.000Z
FLD00539,2023-06-16T01:40:00.000Z,Ta Quang Buu,Quan 8,10.745425,106.665722,8.6,90,light,clear,18.2,IoT_sensor,true,33.019999999999996,2023-06-16T01:00:00.000Z
FLD01944,2023-06-16T05:41:44.000Z,Huynh Tan Phat,Quan 7,10.728772,106.721865,23.4,30,moderate,slow,57.0,user_report,true,25.38,2023-06-16T05:00:00.000Z
FLD00092,2023-06-16T09:20:50.000Z,Le Van Viet,Thu Duc,10.845383,106.788425,5.4,60,light,clear,12.0,user_report,true,21.78,2023-06-16T09:00:00.000Z
FLD01049,2023-06-16T11:04:10.000Z,Ta Quang Buu,Quan 8,10.74363,106.664671,5.3,180,light,clear,6.9,user_report,true,57.71,2023-06-16T11:00:00.000Z
FLD00423,2023-06-16T13:46:35.000Z,Nguyen Huu Canh,Binh Thanh,10.788664,106.722018,5.0,60,light,clear,4.2,IoT_sensor,true,21.5,2023-06-16T13:00:00.000Z
FLD01819,2023-06-16T14:24:50.000Z,Le Dinh Can,Binh Tan,10.764702,106.595899,30.6,90,severe,blocked,33.1,monitoring_station,true,48.42,2023-06-16T14:00:00.000Z
FLD00583,2023-06-16T15:50:43.000Z,Tan Ky Tan Quy,Binh Tan,10.787306,106.600912,9.2,60,light,clear,17.6,user_report,true,24.439999999999998,2023-06-16T15:00:00.000Z
FLD01851,2023-06-17T12:52:53.000Z,Le Van Luong,Quan 7,10.737458,106.706093,6.9,30,light,clear,13.3,user_report,true,13.83,2023-06-17T12:00:00.000Z
FLD02239,2023-06-17T15:45:40.000Z,Da Nam,Quan 8,10.74297,106.672981,30.9,120,severe,blocked,64.7,IoT_sensor,true,57.629999999999995,2023-06-17T15:00:00.000Z
FLD00671,2023-06-18T02:54:36.000Z,Ta Quang Buu,Quan 8,10.744313,106.662522,81.5,180,severe,blocked,95.7,IoT_sensor,true,111.05,2023-06-18T02:00:00.000Z
FLD01420,2023-06-18T07:29:12.000Z,Linh Dong,Thu Duc,10.863844,106.766341,23.4,90,moderate,slow,38.8,user_report,true,43.379999999999995,2023-06-18T07:00:00.000Z
FLD00622,2023-06-18T10:08:18.000Z,Ba Thang Hai,Quan 10,10.7744,106.670627,5.3,90,light,clear,8.0,traffic_camera,true,30.71,2023-06-18T10:00:00.000Z
FLD00165,2023-06-18T15:42:54.000Z,Ba Thang Hai,Quan 10,10.77505,106.668703,14.9,60,light,clear,26.9,IoT_sensor,true,28.43,2023-06-18T15:00:00.000Z
FLD00594,2023-06-18T18:53:07.000Z,Do Xuan Hop,Thu Duc,10.834394,106.783495,8.2,120,light,clear,10.7,user_report,true,41.74,2023-06-18T18:00:00.000Z
FLD02209,2023-06-19T12:33:17.000Z,Do Xuan Hop,Thu Duc,10.832072,106.782679,14.3,30,light,clear,27.2,IoT_sensor,true,19.009999999999998,2023-06-19T12:00:00.000Z
FLD00425,2023-06-20T10:13:11.000Z,Quang Trung,Go Vap,10.838892,106.66468,21.4,120,moderate,slow,36.7,user_report,true,50.98,2023-06-20T10:00:00.000Z
FLD01835,2023-06-20T11:22:22.000Z,Le Van Luong,Quan 7,10.737757,106.703746,20.2,60,moderate,slow,45.4,user_report,true,32.14,2023-06-20T11:00:00.000Z
FLD00112,2023-06-21T01:50:24.000Z,Le Van Luong,Quan 7,10.738187,106.704777,5.0,30,light,clear,9.4,IoT_sensor,true,12.5,2023-06-21T01:00:00.000Z
FLD00905,2023-06-22T02:38:31.000Z,Vo Van Ngan,Thu Duc,10.849326,106.773305,9.1,60,light,clear,16.3,user_report,true,24.369999999999997,2023-06-22T02:00:00.000Z
FLD00541,2023-06-23T03:16:42.000Z,Linh Dong,Thu Duc,10.865041,106.765234,25.6,30,moderate,slow,30.8,IoT_sensor,true,26.919999999999998,2023-06-23T03:00:00.000Z
FLD00495,2023-06-23T09:23:59.000Z,Nguyen Thi Thap,Quan 7,10.740837,106.714096,6.4,240,light,clear,12.3,user_report,true,76.48,2023-06-23T09:00:00.000Z
FLD02206,2023-06-24T09:39:11.000Z,Ta Quang Buu,Quan 8,10.746001,106.666386,21.0,180,moderate,slow,18.8,IoT_sensor,true,68.7,2023-06-24T09:00:00.000Z
