flood_id,timestamp,street,district,lat,lng,depth_cm,duration_min,flood_level,traffic_impact,rainfall_trigger_mm,source,verified
FLD00654,2023-05-05 11:02:17,Le Van Luong,Quan 7,10.735132,106.706871,11.1,240,light,clear,9.7,user_report,True
FLD01116,2023-05-05 16:36:51,CMT8,Quan 3,10.783349,106.681322,20.6,60,moderate,slow,38.8,user_report,True
FLD00333,2023-05-06 02:55:58,Nguyen Van Khoi,Go Vap,10.82912,106.69234,26.3,60,moderate,slow,46.2,user_report,True
FLD00506,2023-05-06 05:06:21,Linh Dong,Thu Duc,10.863502,106.766484,19.1,30,moderate,slow,15.3,user_report,True
FLD02235,2023-05-06 10:08:28,No Trang Long,Binh Thanh,10.816238,106.698525,5.0,30,light,clear,6.8,monitoring_station,False
FLD00973,2023-05-06 19:40:37,Nguyen Anh Thu,Quan 12,10.877882,106.642906,5.0,60,light,clear,7.3,IoT_sensor,True
FLD00463,2023-05-07 01:59:05,Do Xuan Hop,Thu Duc,10.831578,106.782117,14.1,120,light,clear,26.6,IoT_sensor,True
FLD00132,2023-05-07 16:40:16,Pham Van Dong,Binh Thanh,10.818094,106.704462,23.5,30,moderate,slow,25.8,IoT_sensor,False
FLD01739,2023-05-07 18:13:36,Tran Xuan Soan,Quan 7,10.75222,106.699593,29.3,30,moderate,slow,34.7,user_report,False
FLD00296,2023-05-07 21:15:22,Hau Giang,Quan 6,10.745484,106.639466,13.4,30,light,clear,19.8,monitoring_station,True
FLD01288,2023-05-08 04:43:17,Da Nam,Quan 8,10.741023,106.673404,13.9,180,light,clear,21.0,user_report,True
FLD00795,2023-05-08 13:29:53,Ba Thang Hai,Quan 10,10.776318,106.669272,27.0,90,moderate,slow,55.8,monitoring_station,False
FLD02130,2023-05-08 17:17:34,Le Van Luong,Quan 7,10.737521,106.704393,9.2,180,light,clear,18.3,IoT_sensor,True
FLD00698,2023-05-08 18:43:48,Xo Viet Nghe Tinh,Binh Thanh,10.805847,106.712855,21.0,30,moderate,slow,26.4,monitoring_station,True
FLD01660,2023-05-09 14:09:26,Phan Huy Ich,Go Vap,10.827553,106.672447,16.7,90,moderate,slow,36.0,IoT_sensor,True
FLD00184,2023-05-09 17:54:59,CMT8,Quan 3,10.781108,106.679399,24.1,60,moderate,slow,24.8,IoT_sensor,False
FLD01489,2023-05-09 20:01:14,Tan Ky Tan Quy,Binh Tan,10.787197,106.602927,9.9,60,light,clear,9.2,user_report,True
FLD00265,2023-05-09 21:12:38,Lam Van Ben,Quan 7,10.716689,106.685549,5.8,120,light,clear,6.1,IoT_sensor,True
FLD02351,2023-05-09 22:29:39,Kha Van Can,Thu Duc,10.85288,106.755506,9.8,30,light,clear,14.9,IoT_sensor,True
FLD02069,2023-05-10 04:09:39,Le Dinh Can,Binh Tan,10.76772,106.595411,19.6,60,moderate,slow,23.1,IoT_sensor,True
FLD00788,2023-05-10 11:09:05,Kha Van Can,Thu Duc,10.852205,106.753554,9.3,60,light,clear,20.7,user_report,False
FLD00842,2023-05-11 14:41:17,Le Van Luong,Quan 7,10.735534,106.706888,6.9,180,light,clear,5.7,IoT_sensor,True
FLD01373,2023-05-11 17:51:01,An Duong Vuong,Quan 6,10.754626,106.643187,16.8,30,moderate,slow,41.8,traffic_camera,True
FLD01005,2023-05-11 23:23:13,An Duong Vuong,Quan 6,10.756469,106.644072,10.4,60,light,clear,13.0,IoT_sensor,True
FLD01388,2023-05-11 23:34:19,Ta Quang Buu,Quan 8,10.744322,106.664063,5.0,60,light,clear,9.5,monitoring_station,False
FLD01386,2023-05-12 01:29:47,Le Thi Rieng,Quan 12,10.863364,106.648391,8.1,90,light,clear,15.5,user_report,True
FLD00962,2023-05-12 07:34:56,An Duong Vuong,Quan 6,10.753614,106.646469,8.7,60,light,clear,13.3,user_report,True
FLD00405,2023-05-12 17:17:29,Phan Huy Ich,Go Vap,10.827707,106.673524,25.1,60,moderate,slow,54.9,IoT_sensor,True
FLD01002,2023-05-12 19:43:16,Ba Thang Hai,Quan 10,10.776471,106.672134,30.6,60,severe,blocked,66.9,user_report,True
FLD02346,2023-05-12 21:09:47,Le Van Viet,Thu Duc,10.845124,106.789405,14.2,30,light,clear,11.6,monitoring_station,True
FLD01630,2023-05-12 21:47:34,Nguyen Huu Canh,Binh Thanh,10.788307,106.722382,13.8,60,light,clear,33.4,user_report,True
FLD02096,2023-05-13 16:46:13,Nguyen Anh Thu,Quan 12,10.878386,106.644661,5.7,30,light,clear,8.4,IoT_sensor,True
FLD00568,2023-05-14 00:24:43,No Trang Long,Binh Thanh,10.816513,106.699244,5.0,60,light,clear,5.5,monitoring_station,True
FLD01033,2023-05-14 01:41:11,Kha Van Can,Thu Duc,10.850974,106.753479,8.4,180,light,clear,8.1,user_report,False
FLD01152,2023-05-14 02:59:30,Nguyen Trai,Quan 5,10.754945,106.663478,24.7,60,moderate,slow,29.6,traffic_camera,True
FLD01842,2023-05-14 03:48:46,Phan Huy Ich,Go Vap,10.827621,106.6734,6.1,120,light,clear,13.3,IoT_sensor,False
FLD00923,2023-05-14 06:11:20,Ma Lo,Binh Tan,10.765381,106.615079,16.0,30,moderate,slow,31.0,user_report,True
FLD01220,2023-05-14 16:31:38,Ma Lo,Binh Tan,10.764346,106.612387,15.3,60,moderate,slow,16.2,IoT_sensor,True
FLD02372,2023-05-14 22:25:08,An Duong Vuong,Quan 6,10.756082,106.645282,5.4,90,light,clear,4.7,user_report,True
FLD02086,2023-05-15 02:32:14,Tam Binh,Thu Duc,10.860712,106.736722,5.0,30,light,clear,8.9,IoT_sensor,False
FLD02108,2023-05-15 05:09:01,Thoai Ngoc Hau,Tan Phu,10.786168,106.628816,18.8,30,moderate,slow,18.9,monitoring_station,True
FLD02223,2023-05-15 06:25:22,Linh Dong,Thu Duc,10.863397,106.765355,5.0,120,light,clear,8.3,IoT_sensor,True
FLD01475,2023-05-15 16:20:15,No Trang Long,Binh Thanh,10.814744,106.695515,21.8,60,moderate,slow,28.9,traffic_camera,True
FLD00422,2023-05-15 16:58:53,Nguyen Huu Canh,Binh Thanh,10.789113,106.721161,8.1,30,light,clear,15.5,user_report,True
FLD02361,2023-05-15 17:11:06,Hau Giang,Quan 6,10.748445,106.638216,16.4,60,moderate,slow,16.5,user_report,True
FLD00861,2023-05-15 17:32:31,An Duong Vuong,Quan 6,10.753569,106.646111,20.2,90,moderate,slow,44.0,IoT_sensor,False
FLD01770,2023-05-15 23:36:28,CMT8,Quan 3,10.781808,106.681432,13.3,240,light,clear,10.7,IoT_sensor,False
FLD01308,2023-05-16 10:20:27,Nguyen Van Khoi,Go Vap,10.826506,106.692882,10.0,60,light,clear,11.8,user_report,True
FLD01579,2023-05-16 14:40:55,Vo Van Kiet,Quan 1,10.764011,106.699148,25.1,30,moderate,slow,33.9,IoT_sensor,True
FLD00858,2023-05-16 20:39:38,Lam Van Ben,Quan 7,10.719926,106.684073,24.8,30,moderate,slow,22.2,monitoring_station,True
FLD01981,2023-05-16 22:30:43,Xo Viet Nghe Tinh,Binh Thanh,10.80558,106.711328,18.6,60,moderate,slow,34.8,IoT_sensor,False
FLD00528,2023-05-18 01:45:10,No Trang Long,Binh Thanh,10.814956,106.69743,15.5,120,moderate,slow,17.6,IoT_sensor,True
FLD01968,2023-05-18 03:37:45,Nguyen Huu Canh,Binh Thanh,10.787449,106.722308,15.5,90,moderate,slow,27.2,user_report,True
FLD02149,2023-05-18 06:47:07,Kinh Duong Vuong,Quan 6,10.744743,106.614414,30.6,60,severe,blocked,27.3,monitoring_station,False
FLD02089,2023-05-19 02:42:11,Tran Nao,Quan 2,10.783809,106.737526,9.7,60,light,clear,8.0,monitoring_station,False
FLD00822,2023-05-19 15:35:56,Kha Van Can,Thu Duc,10.851649,106.753519,31.6,60,severe,blocked,79.0,IoT_sensor,False
FLD01251,2023-05-20 10:32:18,Nguyen Trai,Quan 5,10.755647,106.662748,10.0,60,light,clear,22.9,user_report,True
FLD01018,2023-05-20 22:23:27,Le Van Luong,Quan 7,10.736089,106.705949,14.3,120,light,clear,25.5,user_report,True
FLD00019,2023-05-20 23:16:57,Tran Nao,Quan 2,10.785312,106.735664,5.2,60,light,clear,11.3,monitoring_station,True
FLD00915,2023-05-21 08:43:07,Linh Dong,Thu Duc,10.86458,106.766174,11.7,90,light,clear,11.6,monitoring_station,False
FLD00649,2023-05-21 14:03:26,No Trang Long,Binh Thanh,10.814583,106.69777,30.1,60,severe,blocked,43.4,IoT_sensor,True
FLD01389,2023-05-21 16:51:16,Tran Nao,Quan 2,10.781686,106.737317,10.9,30,light,clear,25.1,IoT_sensor,True
FLD00967,2023-05-21 17:15:00,Nguyen Van Qua,Quan 12,10.853015,106.660655,10.2,30,light,clear,16.4,IoT_sensor,True
FLD01409,2023-05-22 18:23:11,Da Nam,Quan 8,10.741353,106.674479,16.9,60,moderate,slow,17.6,IoT_sensor,True
FLD01753,2023-05-23 11:16:24,Hoa Binh,Tan Phu,10.804462,106.620551,19.6,30,moderate,slow,32.2,user_report,True
FLD01181,2023-05-25 04:32:54,No Trang Long,Binh Thanh,10.816038,106.698044,6.4,90,light,clear,8.4,IoT_sensor,False
FLD01895,2023-05-25 06:52:20,Quang Trung,Go Vap,10.839234,106.664769,26.7,60,moderate,slow,66.0,IoT_sensor,True
FLD02116,2023-05-25 13:14:15,Huynh Tan Phat,Quan 7,10.728942,106.723256,14.1,60,light,clear,21.4,user_report,True
FLD01852,2023-05-25 16:18:52,Binh Long,Tan Phu,10.80118,106.616766,16.8,180,moderate,slow,24.0,IoT_sensor,True
FLD02203,2023-05-25 18:25:33,Ma Lo,Binh Tan,10.764537,106.615234,30.6,180,severe,blocked,40.3,user_report,False
FLD00285,2023-05-25 21:21:07,Nguyen Thi Thap,Quan 7,10.741916,106.715084,13.1,90,light,clear,27.1,user_report,True
FLD01721,2023-05-26 02:03:01,Quang Trung,Go Vap,10.838872,106.663713,18.2,180,moderate,slow,23.8,IoT_sensor,True
FLD01864,2023-05-26 09:57:37,No Trang Long,Binh Thanh,10.81414,106.697572,15.1,30,moderate,slow,34.1,user_report,True
FLD00856,2023-05-26 14:29:31,Ung Van Khiem,Binh Thanh,10.810724,106.710352,5.1,90,light,clear,7.8,user_report,True
FLD01900,2023-05-26 20:58:19,Tan Ky Tan Quy,Binh Tan,10.786513,106.602249,21.4,240,moderate,slow,35.4,IoT_sensor,False
FLD01740,2023-05-26 22:43:54,Nguyen Trai,Quan 5,10.758412,106.663474,21.6,90,moderate,slow,46.6,IoT_sensor,True
FLD01783,2023-05-27 03:59:57,Nguyen Van Qua,Quan 12,10.854194,106.664342,31.1,90,severe,blocked,76.8,IoT_sensor,True
FLD00408,2023-05-27 04:59:24,An Duong Vuong,Quan 6,10.754943,106.643685,13.8,30,light,clear,24.5,IoT_sensor,True
FLD01237,2023-05-27 05:13:52,Ma Lo,Binh Tan,10.765125,106.613416,8.7,240,light,clear,20.7,monitoring_station,False
FLD02323,2023-05-27 08:13:04,No Trang Long,Binh Thanh,10.814904,106.698863,18.0,90,moderate,slow,38.6,user_report,True
FLD02060,2023-05-27 13:12:14,Quang Trung,Go Vap,10.837295,106.66532,25.2,120,moderate,slow,25.5,user_report,False
FLD00564,2023-05-27 15:17:43,Vo Van Ngan,Thu Duc,10.850452,106.770598,9.4,60,light,clear,23.2,user_report,True
FLD00907,2023-05-27 15:20:48,Nguyen Trai,Quan 5,10.757188,106.665253,9.6,90,light,clear,11.3,IoT_sensor,True
FLD00677,2023-05-27 20:05:28,Kha Van Can,Thu Duc,10.85339,106.753998,10.9,30,light,clear,20.1,IoT_sensor,True
FLD01567,2023-05-27 22:27:23,Thoai Ngoc Hau,Tan Phu,10.786038,106.629289,32.0,120,severe,blocked,67.4,IoT_sensor,True
FLD01107,2023-05-28 00:17:55,Tran Nao,Quan 2,10.783982,106.735219,13.6,240,light,clear,11.1,IoT_sensor,True
FLD01282,2023-05-28 00:59:20,Huynh Tan Phat,Quan 7,10.728211,106.723888,13.7,120,light,clear,30.6,monitoring_station,True
FLD01651,2023-05-28 06:22:13,Hau Giang,Quan 6,10.745009,106.639259,14.0,90,light,clear,14.8,IoT_sensor,True
FLD00898,2023-05-28 10:57:42,Da Nam,Quan 8,10.740004,106.674775,52.0,30,severe,blocked,48.4,user_report,True
FLD01611,2023-05-29 05:37:30,Le Van Viet,Thu Duc,10.845485,106.790186,16.6,30,moderate,slow,27.1,traffic_camera,False
FLD00121,2023-05-29 11:26:21,Da Nam,Quan 8,10.74255,106.673422,41.7,120,severe,blocked,86.2,traffic_camera,False
FLD01205,2023-05-29 11:51:47,Linh Dong,Thu Duc,10.864526,106.765311,23.9,180,moderate,slow,21.3,user_report,False
FLD02156,2023-05-29 16:33:01,Kinh Duong Vuong,Quan 6,10.743243,106.615573,23.7,90,moderate,slow,51.3,monitoring_station,True
FLD00736,2023-05-29 21:23:25,Ma Lo,Binh Tan,10.765139,106.614067,11.2,60,light,clear,17.1,IoT_sensor,True
FLD01539,2023-05-29 22:02:15,Nguyen Thi Thap,Quan 7,10.743152,106.714766,14.9,60,light,clear,16.6,IoT_sensor,True
FLD01896,2023-05-29 22:50:21,Tam Binh,Thu Duc,10.860996,106.73658,9.2,60,light,clear,10.0,IoT_sensor,False
FLD00315,2023-05-30 01:12:05,Binh Long,Tan Phu,10.800235,106.616073,25.9,30,moderate,slow,41.1,user_report,False
FLD00106,2023-05-30 02:49:08,Le Van Viet,Thu Duc,10.843979,106.788145,21.4,180,moderate,slow,36.4,IoT_sensor,True
FLD02355,2023-05-30 12:02:01,Ma Lo,Binh Tan,10.763669,106.615226,25.4,90,moderate,slow,20.4,IoT_sensor,False
FLD01360,2023-05-30 13:19:40,Ba Thang Hai,Quan 10,10.775941,106.670746,51.1,90,severe,blocked,85.5,IoT_sensor,False
FLD00864,2023-05-31 03:03:29,Huynh Tan Phat,Quan 7,10.727306,106.723327,6.8,90,light,clear,7.8,IoT_sensor,False
FLD01704,2023-05-31 09:47:38,Kha Van Can,Thu Duc,10.850162,106.754569,11.6,90,light,clear,28.6,IoT_sensor,True
FLD01258,2023-05-31 14:50:19,Da Nam,Quan 8,10.742268,106.671677,9.3,60,light,clear,9.8,monitoring_station,True
FLD01140,2023-05-31 16:57:01,Ung Van Khiem,Binh Thanh,10.811203,106.710197,11.7,120,light,clear,10.7,traffic_camera,True
FLD00186,2023-05-31 21:10:42,Ta Quang Buu,Quan 8,10.743013,106.665623,8.2,120,light,clear,15.2,IoT_sensor,False
FLD01642,2023-05-31 23:22:47,Lam Van Ben,Quan 7,10.716949,106.684162,38.0,90,severe,blocked,67.7,user_report,False
FLD02103,2023-06-01 00:41:38,Binh Long,Tan Phu,10.800227,106.613976,11.5,90,light,clear,23.9,user_report,False
FLD00949,2023-06-01 04:52:23,CMT8,Quan 3,10.780868,106.680517,5.0,30,light,clear,6.7,IoT_sensor,False
FLD00419,2023-06-01 04:53:24,Nguyen Thi Thap,Quan 7,10.743259,106.717345,6.2,60,light,clear,11.9,IoT_sensor,True
FLD00415,2023-06-01 08:15:03,Nguyen Van Khoi,Go Vap,10.827169,106.6954,21.0,180,moderate,slow,37.3,traffic_camera,True
FLD00575,2023-06-01 14:23:09,Nguyen Thi Thap,Quan 7,10.739694,106.714268,10.9,90,light,clear,9.6,monitoring_station,True
FLD00294,2023-06-01 15:36:40,Do Xuan Hop,Thu Duc,10.835026,106.783418,10.9,120,light,clear,24.7,user_report,True
FLD00918,2023-06-01 16:42:24,Nguyen Van Khoi,Go Vap,10.829164,106.695358,25.3,60,moderate,slow,55.8,IoT_sensor,False
FLD01693,2023-06-01 19:34:24,Linh Dong,Thu Duc,10.866068,106.767352,24.1,90,moderate,slow,23.0,monitoring_station,False
FLD00462,2023-06-01 23:48:24,Tran Nao,Quan 2,10.781784,106.736304,14.8,60,light,clear,12.0,user_report,False
FLD01724,2023-06-02 02:20:39,No Trang Long,Binh Thanh,10.814009,106.698038,13.9,120,light,clear,25.8,IoT_sensor,True
FLD00526,2023-06-02 05:49:14,Nguyen Van Qua,Quan 12,10.856137,106.663484,19.6,60,moderate,slow,27.1,traffic_camera,True
FLD01163,2023-06-02 12:37:09,CMT8,Quan 3,10.781793,106.681569,29.5,30,moderate,slow,36.4,user_report,True
FLD02265,2023-06-02 23:23:10,Hau Giang,Quan 6,10.74699,106.64127,5.0,60,light,clear,11.0,user_report,True
FLD01717,2023-06-04 01:58:24,Tan Ky Tan Quy,Binh Tan,10.789195,106.602744,11.8,120,light,clear,16.6,IoT_sensor,True
FLD01228,2023-06-04 02:21:57,Ba Thang Hai,Quan 10,10.773362,106.669525,5.0,180,light,clear,6.7,IoT_sensor,False
FLD00433,2023-06-04 21:38:21,Kinh Duong Vuong,Quan 6,10.742744,106.6151,5.7,60,light,clear,13.5,user_report,True
FLD00314,2023-06-04 21:49:24,Vo Van Ngan,Thu Duc,10.851456,106.771861,39.2,90,severe,blocked,95.1,IoT_sensor,False
FLD01481,2023-06-05 00:17:18,Kinh Duong Vuong,Quan 6,10.743445,106.615021,5.0,60,light,clear,7.9,user_report,True
FLD00416,2023-06-05 01:12:53,Tam Binh,Thu Duc,10.862043,106.736861,21.2,60,moderate,slow,23.8,IoT_sensor,False
FLD00119,2023-06-05 02:31:13,CMT8,Quan 3,10.7811,106.682,19.3,240,moderate,slow,37.9,IoT_sensor,True
FLD02376,2023-06-05 02:32:04,Nguyen Trai,Quan 5,10.755154,106.663082,25.9,120,moderate,slow,34.4,IoT_sensor,False
FLD00325,2023-06-05 04:27:24,Tan Ky Tan Quy,Binh Tan,10.78674,106.602859,5.8,240,light,clear,6.2,IoT_sensor,True
FLD00326,2023-06-05 06:03:25,Pham The Hien,Quan 8,10.729028,106.684167,19.5,90,moderate,slow,22.5,user_report,True
FLD00984,2023-06-05 07:43:27,To Ky,Quan 12,10.865328,106.630356,20.2,30,moderate,slow,49.0,monitoring_station,True
FLD01918,2023-06-06 14:58:19,Tam Binh,Thu Duc,10.86297,106.736542,16.0,90,moderate,slow,20.5,IoT_sensor,False
FLD01136,2023-06-06 17:27:19,Nguyen Huu Canh,Binh Thanh,10.786253,106.720944,20.8,90,moderate,slow,42.7,user_report,True
FLD01193,2023-06-06 21:30:31,Le Thi Rieng,Quan 12,10.862659,106.646611,14.4,60,light,clear,20.8,user_report,False
FLD01922,2023-06-06 21:36:47,Le Thi Rieng,Quan 12,10.863145,106.647769,5.0,60,light,clear,7.9,user_report,False
FLD01438,2023-06-07 02:57:34,Nguyen Anh Thu,Quan 12,10.877564,106.64355,15.4,120,moderate,slow,24.8,user_report,True
FLD02066,2023-06-07 05:30:13,Phan Huy Ich,Go Vap,10.828174,106.673159,9.3,30,light,clear,22.0,IoT_sensor,True
FLD01797,2023-06-07 10:47:12,Quang Trung,Go Vap,10.839691,106.665458,41.0,90,severe,blocked,52.7,user_report,False
FLD00570,2023-06-07 20:55:18,Kha Van Can,Thu Duc,10.850699,106.753201,13.2,60,light,clear,31.1,IoT_sensor,False
FLD01735,2023-06-08 08:01:42,Do Xuan Hop,Thu Duc,10.832707,106.783465,38.8,30,severe,blocked,89.8,IoT_sensor,True
FLD02272,2023-06-08 10:35:50,Le Dinh Can,Binh Tan,10.768146,106.597552,24.9,30,moderate,slow,26.6,IoT_sensor,True
FLD01672,2023-06-09 04:34:11,Da Nam,Quan 8,10.742979,106.674709,51.4,120,severe,blocked,90.4,user_report,False
FLD00022,2023-06-09 13:49:25,An Duong Vuong,Quan 6,10.754898,106.645998,39.0,30,severe,blocked,41.4,monitoring_station,True
FLD01064,2023-06-09 14:01:03,Xo Viet Nghe Tinh,Binh Thanh,10.808352,106.709754,5.2,30,light,clear,5.2,user_report,True
FLD01226,2023-06-10 00:13:45,Binh Long,Tan Phu,10.799712,106.616891,80.1,120,severe,blocked,134.7,traffic_camera,True
FLD02031,2023-06-10 10:11:40,Thoai Ngoc Hau,Tan Phu,10.786298,106.629796,5.0,180,light,clear,10.6,IoT_sensor,True
FLD02164,2023-06-10 22:48:43,No Trang Long,Binh Thanh,10.814772,106.698982,9.9,120,light,clear,24.7,IoT_sensor,False
FLD01736,2023-06-11 05:54:00,Nguyen Trai,Quan 5,10.756597,106.663036,14.8,90,light,clear,20.0,user_report,True
FLD01517,2023-06-11 14:26:52,Thoai Ngoc Hau,Tan Phu,10.786932,106.626984,5.0,60,light,clear,12.1,IoT_sensor,True
FLD01505,2023-06-11 20:55:15,Vo Van Ngan,Thu Duc,10.849119,106.77315,6.2,240,light,clear,8.4,IoT_sensor,True
FLD01010,2023-06-11 21:51:04,Le Thi Rieng,Quan 12,10.86039,106.64739,25.1,60,moderate,slow,43.2,user_report,True
FLD00877,2023-06-12 00:47:35,Ma Lo,Binh Tan,10.764124,106.613836,20.1,180,moderate,slow,21.2,IoT_sensor,True
FLD00818,2023-06-12 04:43:31,Huynh Tan Phat,Quan 7,10.727237,106.720866,10.6,60,light,clear,24.6,monitoring_station,False
FLD00833,2023-06-12 12:26:31,Nguyen Trai,Quan 5,10.754596,106.664506,6.6,90,light,clear,10.9,IoT_sensor,True
FLD01904,2023-06-12 17:29:17,Ba Thang Hai,Quan 10,10.772754,106.67128,10.4,30,light,clear,9.2,monitoring_station,True
FLD02067,2023-06-12 18:47:36,Phan Huy Ich,Go Vap,10.830244,106.672138,6.2,90,light,clear,14.8,traffic_camera,True
FLD00975,2023-06-13 09:17:33,Huynh Tan Phat,Quan 7,10.729965,106.721449,21.0,90,moderate,slow,32.8,IoT_sensor,False
FLD01324,2023-06-13 12:53:00,Le Van Viet,Thu Duc,10.845966,106.790295,61.3,120,severe,blocked,151.5,user_report,True
FLD02274,2023-06-13 12:59:05,Hau Giang,Quan 6,10.747806,106.640476,38.2,90,severe,blocked,50.6,traffic_camera,False
FLD02097,2023-06-13 21:16:16,Linh Dong,Thu Duc,10.864987,106.765049,13.2,30,light,clear,21.8,user_report,True
FLD01731,2023-06-14 03:27:46,Huynh Tan Phat,Quan 7,10.726903,106.721647,5.0,90,light,clear,10.8,IoT_sensor,True
FLD01076,2023-06-14 06:34:50,Ma Lo,Binh Tan,10.761881,106.612109,39.2,30,severe,blocked,88.5,IoT_sensor,False
FLD00426,2023-06-14 14:39:12,Le Van Luong,Quan 7,10.736381,106.704661,11.7,90,light,clear,21.7,user_report,True
FLD00224,2023-06-14 15:00:05,Nguyen Van Qua,Quan 12,10.854588,106.661619,18.2,60,moderate,slow,28.2,IoT_sensor,True
FLD01771,2023-06-15 08:22:04,Pham Van Dong,Binh Thanh,10.816546,106.701628,15.6,60,moderate,slow,18.7,user_report,True
FLD02195,2023-06-15 17:25:05,Lam Van Ben,Quan 7,10.719933,106.684199,10.8,90,light,clear,19.0,monitoring_station,True
FLD00539,2023-06-15 18:40:00,Ta Quang Buu,Quan 8,10.745425,106.665722,8.6,90,light,clear,18.2,IoT_sensor,True
FLD01944,2023-06-15 22:41:44,Huynh Tan Phat,Quan 7,10.728772,106.721865,23.4,30,moderate,slow,57.0,user_report,True
FLD00092,2023-06-16 02:20:50,Le Van Viet,Thu Duc,10.845383,106.788425,5.4,60,light,clear,12.0,user_report,True
FLD01569,2023-06-16 02:51:03,Nguyen Thi Thap,Quan 7,10.740829,106.715839,14.1,60,light,clear,26.6,user_report,False
FLD01049,2023-06-16 04:04:10,Ta Quang Buu,Quan 8,10.74363,106.664671,5.3,180,light,clear,6.9,user_report,True
FLD00423,2023-06-16 06:46:35,Nguyen Huu Canh,Binh Thanh,10.788664,106.722018,5.0,60,light,clear,4.2,IoT_sensor,True
FLD01819,2023-06-16 07:24:50,Le Dinh Can,Binh Tan,10.764702,106.595899,30.6,90,severe,blocked,33.1,monitoring_station,True
FLD00583,2023-06-16 08:50:43,Tan Ky Tan Quy,Binh Tan,10.787306,106.600912,9.2,60,light,clear,17.6,user_report,True
FLD00371,2023-06-17 04:22:29,Thoai Ngoc Hau,Tan Phu,10.785669,106.628583,5.0,60,light,clear,8.5,IoT_sensor,False
FLD01851,2023-06-17 05:52:53,Le Van Luong,Quan 7,10.737458,106.706093,6.9,30,light,clear,13.3,user_report,True
FLD02239,2023-06-17 08:45:40,Da Nam,Quan 8,10.74297,106.672981,30.9,120,severe,blocked,64.7,IoT_sensor,True
FLD00671,2023-06-17 19:54:36,Ta Quang Buu,Quan 8,10.744313,106.662522,81.5,180,severe,blocked,95.7,IoT_sensor,True
FLD01420,2023-06-18 00:29:12,Linh Dong,Thu Duc,10.863844,106.766341,23.4,90,moderate,slow,38.8,user_report,True
FLD00622,2023-06-18 03:08:18,Ba Thang Hai,Quan 10,10.7744,106.670627,5.3,90,light,clear,8.0,traffic_camera,True
FLD00165,2023-06-18 08:42:54,Ba Thang Hai,Quan 10,10.77505,106.668703,14.9,60,light,clear,26.9,IoT_sensor,True
FLD00594,2023-06-18 11:53:07,Do Xuan Hop,Thu Duc,10.834394,106.783495,8.2,120,light,clear,10.7,user_report,True
FLD02209,2023-06-19 05:33:17,Do Xuan Hop,Thu Duc,10.832072,106.782679,14.3,30,light,clear,27.2,IoT_sensor,True
FLD01323,2023-06-19 07:58:03,Tran Nao,Quan 2,10.784905,106.73818,20.5,120,moderate,slow,37.5,IoT_sensor,False
FLD01098,2023-06-19 22:37:22,Ung Van Khiem,Binh Thanh,10.812993,106.711595,8.5,90,light,clear,10.1,IoT_sensor,False
FLD00425,2023-06-20 03:13:11,Quang Trung,Go Vap,10.838892,106.66468,21.4,120,moderate,slow,36.7,user_report,True
FLD01835,2023-06-20 04:22:22,Le Van Luong,Quan 7,10.737757,106.703746,20.2,60,moderate,slow,45.4,user_report,True
FLD01509,2023-06-20 13:42:31,Thoai Ngoc Hau,Tan Phu,10.786389,106.629635,9.1,90,light,clear,15.4,user_report,False
FLD00058,2023-06-20 14:40:55,Quang Trung,Go Vap,10.839426,106.663989,8.7,60,light,clear,7.2,user_report,False
FLD00112,2023-06-20 18:50:24,Le Van Luong,Quan 7,10.738187,106.704777,5.0,30,light,clear,9.4,IoT_sensor,True
FLD01203,2023-06-21 12:23:14,CMT8,Quan 3,10.779668,106.679752,20.8,60,moderate,slow,32.0,user_report,False
FLD00905,2023-06-21 19:38:31,Vo Van Ngan,Thu Duc,10.849326,106.773305,9.1,60,light,clear,16.3,user_report,True
FLD01615,2023-06-21 20:25:45,Tam Binh,Thu Duc,10.863167,106.740409,40.5,60,severe,blocked,98.0,traffic_camera,False
FLD00541,2023-06-22 20:16:42,Linh Dong,Thu Duc,10.865041,106.765234,25.6,30,moderate,slow,30.8,IoT_sensor,True
FLD00495,2023-06-23 02:23:59,Nguyen Thi Thap,Quan 7,10.740837,106.714096,6.4,240,light,clear,12.3,user_report,True
FLD01621,2023-06-23 22:17:44,Linh Dong,Thu Duc,10.863046,106.766118,19.8,180,moderate,slow,41.9,traffic_camera,False
FLD02206,2023-06-24 02:39:11,Ta Quang Buu,Quan 8,10.746001,106.666386,21.0,180,moderate,slow,18.8,IoT_sensor,True
FLD00652,2023-06-24 16:47:54,Huynh Tan Phat,Quan 7,10.727281,106.723048,25.7,60,moderate,slow,51.8,monitoring_station,True
FLD01224,2023-06-25 10:01:37,Hau Giang,Quan 6,10.746223,106.641238,50.3,60,severe,blocked,51.9,IoT_sensor,True
FLD01274,2023-06-26 03:56:44,Nguyen Van Khoi,Go Vap,10.828096,106.692865,30.9,60,severe,blocked,67.6,IoT_sensor,False
FLD02269,2023-06-26 05:44:46,Ma Lo,Binh Tan,10.761647,106.612691,11.3,90,light,clear,25.5,monitoring_station,True
FLD02062,2023-06-26 21:28:28,No Trang Long,Binh Thanh,10.81601,106.696573,15.9,60,moderate,slow,29.0,IoT_sensor,True
FLD01201,2023-06-26 21:47:35,Nguyen Huu Canh,Binh Thanh,10.788811,106.719906,8.9,180,light,clear,16.0,IoT_sensor,True
